source,case,hunk_idx,category,n_removed,n_added,rem_chars,add_chars,word_jaccard,whitespace_only,indent_only,hunk_header
gitanim_history,2766acf9/ad_layer_pace.c,0,word_replace,1,1,80,155,0.385,0,0,"@@ -410,7 +410,7 @@ int main(int argc, char **argv) {"
gitanim_history,2766acf9/ad_layer_pace.c,1,block_insert,0,9,0,464,0.0,0,0,"@@ -718,6 +718,15 @@ int main(int argc, char **argv) {"
gitanim_history,2766acf9/ad_layer_reorder.c,0,line_insert,0,1,0,62,0.0,0,0,"@@ -10,6 +10,7 @@ int main(void) {"
gitanim_history,2766acf9/ad_debug.sh,0,word_replace,1,1,58,88,0.667,0,0,"@@ -127,7 +127,7 @@ head -30 ""$RAW"" | cat -n"
gitanim_history,2766acf9/ad_debug.sh,1,word_replace,1,1,59,82,0.667,0,0,"@@ -137,7 +137,7 @@ head -30 ""$POST"" | cat -n"
gitanim_history,2766acf9/ad_debug.sh,2,word_replace,1,1,90,117,0.786,0,0,"@@ -147,7 +147,7 @@ head -30 ""$TIMED"" | cat -n"
gitanim_history,2766acf9/ad_record.sh,0,block_modify,2,2,102,108,0.733,0,0,"@@ -18,8 +18,8 @@ DESCRIPTION"
gitanim_history,2766acf9/ad_record.sh,1,block_modify,3,3,200,212,0.75,0,0,"@@ -50,8 +50,8 @@ fi"
gitanim_history,2766acf9/ad_replay.sh,0,typo_fix,1,1,60,59,0.8,0,0,"@@ -15,7 +15,7 @@ DESCRIPTION"
gitanim_history,2766acf9/ad_replay.sh,1,word_replace,1,1,31,30,0.5,0,0,"@@ -29,7 +29,7 @@ OPTIONS"
gitanim_history,2766acf9/ad_replay.sh,2,block_modify,2,2,151,149,0.882,0,0,"@@ -46,5 +46,5 @@ if [[ ""${1:-}"" == ""-h"" || ""${1:-}"" == ""--help"" ]]; then"
gitanim_history,2766acf9/fix_c_memory.py,0,block_insert,0,96,0,3178,0.0,0,0,"@@ -0,0 +1,96 @@"
gitanim_history,f11d7755/CODE_ANALYSIS.md,0,block_insert,0,383,0,14531,0.0,0,0,"@@ -0,0 +1,383 @@"
gitanim_history,f11d7755/ad_debug_bundle.sh,0,line_delete,1,0,22,0,0.0,0,0,"@@ -134,7 +134,6 @@ cp ""$OLD"" ""$BUNDLE_DIR/old.txt"""
gitanim_history,f11d7755/ad_demo.sh,0,block_modify,3,3,435,435,0.833,0,0,"@@ -45,15 +45,15 @@ if [[ ""${1:-}"" == ""-h"" || ""${1:-}"" == ""--help"" ]]; then"
gitanim_history,f11d7755/ad_package.sh,0,word_replace,1,1,33,37,0.714,0,0,"@@ -49,7 +49,7 @@ VERSION=""${1:-2.0}"""
gitanim_history,f11d7755/ad_tune.sh,0,word_replace,1,1,74,75,0.714,0,0,"@@ -201,7 +201,7 @@ generate_debug_bundle() {"
gitanim_history,f11d7755/ad_tune.sh,1,literal_replace,1,1,77,73,0.8,0,0,"@@ -252,7 +252,7 @@ while true; do"
gitanim_history,f11d7755/ad_tune.sh,2,block_replace,4,2,117,57,0.444,0,0,"@@ -267,16 +267,14 @@ while true; do"
gitanim_history,3c357192/ad_vim.pl,0,word_replace,1,1,26,42,0.75,0,0,"@@ -55,7 +55,7 @@ use Fcntl qw(:flock O_RDWR O_NONBLOCK);"
gitanim_history,3c357192/ad_vim.pl,1,block_replace,11,53,515,2065,0.184,0,0,"@@ -64,22 +64,64 @@ binmode(STDERR, ':utf8');"
gitanim_history,3c357192/ad_vim.pl,2,block_modify,2,2,95,95,1.0,0,0,"@@ -87,12 +129,12 @@ my %config = ("
gitanim_history,3c357192/ad_vim.pl,3,block_replace,4,33,259,1258,0.204,0,0,"@@ -103,20 +145,49 @@ my $sign_column    = 0;"
gitanim_history,3c357192/ad_vim.pl,4,block_replace,25,117,1841,6269,0.193,0,0,"@@ -149,35 +220,127 @@ GetOptions("
gitanim_history,3c357192/engine.vim,0,block_replace,88,231,7994,9578,0.355,0,0,"@@ -26,96 +26,239 @@ if !&modifiable"
gitanim_history,3c357192/compute.cpp,0,block_replace,10,6,549,224,0.25,0,0,"@@ -684,16 +684,12 @@ string normalize_indent(const string& line) {"
gitanim_history,3c357192/compute.cpp,1,block_replace,6,3,312,165,0.051,0,0,"@@ -725,12 +721,9 @@ int main(int argc, char** argv) {"
gitanim_history,3c357192/compute.pl,0,block_replace,3,4,182,150,0.37,0,0,"@@ -94,10 +94,11 @@ print $out ""# word_diff 0\n"";"
gitanim_history,3c357192/configuration.md,0,line_replace,1,1,166,158,0.231,0,0,"@@ -1,6 +1,6 @@"
gitanim_history,3c357192/configuration.md,1,block_replace,76,94,3526,4887,0.279,0,0,"@@ -16,117 +16,135 @@ If `XDG_CONFIG_HOME` is unset, it defaults to `~/.config/`. So the default confi"
gitanim_history,3c357192/configuration.md,2,block_insert,0,2,0,58,0.0,0,0,"@@ -164,3 +182,5 @@ Or source it from their personal config:"
gitanim_history,3c357192/ad_layer_common.h,0,word_replace,1,1,67,64,0.444,0,0,"@@ -5,7 +5,7 @@"
gitanim_history,3c357192/ad_layer_common.h,1,block_replace,16,8,643,505,0.38,0,0,"@@ -59,26 +59,18 @@ typedef struct {"
gitanim_history,3c357192/ad_layer_common.h,2,line_expand,1,2,93,158,0.727,0,0,"@@ -287,7 +279,8 @@ __attribute__((unused)) static void ad_layer_dump_changes_to_file(FILE *f,"
gitanim_history,3c357192/ad_layer_common.h,3,block_replace,5,12,284,702,0.222,0,0,"@@ -299,13 +292,20 @@ __attribute__((unused)) static int ad_layer_run_layer(int (*layer_func)(Op *in,"
gitanim_history,3c357192/ad_layer_common.h,4,block_replace,3,8,141,277,0.233,0,0,"@@ -319,9 +319,14 @@ __attribute__((unused)) static int ad_layer_run_layer(int (*layer_func)(Op *in,"
gitanim_history,3c357192/ad_layer_indent_last.pl,0,literal_replace,1,1,76,66,0.875,0,0,"@@ -18,7 +18,7 @@"
gitanim_history,3c357192/ad_layer_indent_last.pl,1,line_expand,1,2,50,71,0.3,0,0,"@@ -31,7 +31,8 @@ binmode(STDERR, ':utf8');"
gitanim_history,3c357192/ad_layer_line_delete_in_place.pl,0,line_expand,1,2,50,71,0.3,0,0,"@@ -30,7 +30,8 @@ binmode(STDOUT, ':utf8');"
gitanim_history,3c357192/ad_layer_noop.pl,0,block_modify,2,2,112,101,0.733,0,0,"@@ -12,10 +12,10 @@"
gitanim_history,3c357192/ad_layer_noop.pl,1,line_expand,1,2,50,71,0.3,0,0,"@@ -30,7 +30,8 @@ binmode(STDERR, ':utf8');"
gitanim_history,3c357192/ad_layer_overwrite.pl,0,line_expand,1,2,50,71,0.3,0,0,"@@ -27,7 +27,8 @@ binmode(STDOUT, ':utf8');"
gitanim_history,3c357192/ad_layer_reorder.pl,0,line_expand,1,2,50,71,0.3,0,0,"@@ -39,7 +39,8 @@ binmode(STDOUT, ':utf8');"
gitanim_history,3c357192/test_indent_last.pl,0,literal_replace,1,1,93,74,0.909,0,0,"@@ -23,7 +23,7 @@ open(my $fh, '>', $old) or die; print $fh ""def foo():\n    print(\""hello\"")\n"
gitanim_history,3c357192/test_line_delete_in_place.pl,0,literal_replace,1,1,107,88,0.909,0,0,"@@ -101,7 +101,7 @@ for my $old_path (@examples) {"
gitanim_history,3c357192/test_overwrite.pl,0,literal_replace,1,1,105,86,0.909,0,0,"@@ -89,7 +89,7 @@ for my $old_path (@examples) {"
gitanim_history,3c357192/test_reorder.pl,0,literal_replace,1,1,108,89,0.909,0,0,"@@ -119,7 +119,7 @@ for my $old_path (@examples) {"
gitanim_history,3c357192/ad_write_vimconfig.sh,0,block_insert,0,138,0,6709,0.0,0,0,"@@ -0,0 +1,138 @@"
gitanim_history,3c357192/ad_debug_bundle.sh,0,line_replace,1,1,25,22,0.2,0,0,"@@ -134,7 +134,7 @@ cp ""$OLD"" ""$BUNDLE_DIR/old.txt"""
gitanim_history,3c357192/ad_snapshot.sh,0,line_replace,1,1,48,0,0.0,0,0,"@@ -87,7 +87,7 @@ OUTPUT"
gitanim_history,3c357192/ad_snapshot.sh,1,block_modify,2,2,153,172,0.625,0,0,"@@ -138,8 +138,8 @@ while [[ $# -gt 0 ]]; do"
gitanim_history,3c357192/ad_tune.sh,0,line_expand,1,3,59,181,0.571,0,0,"@@ -138,7 +138,9 @@ run_pipeline() {"
gitanim_history,3c357192/ad_tune.sh,1,word_replace,1,1,117,71,0.615,0,0,"@@ -152,7 +154,7 @@ run_pipeline() {"
gitanim_history,3c357192/test_layers_discovery.pl,0,literal_replace,1,1,88,69,0.909,0,0,"@@ -34,7 +34,7 @@ my $old = ""/tmp/ld_old.txt"";"
gitanim_history,3c357192/test_new_features.sh,0,block_modify,2,2,203,165,0.929,0,0,"@@ -25,10 +25,10 @@ printf 'X\nb\nc\nd\ne\nf\ng\nh\ni\nY\n' > /tmp/mh_new.txt"
gitanim_history,3c357192/test_no_backward_ops.pl,0,literal_replace,1,1,83,64,0.889,0,0,"@@ -47,7 +47,7 @@ for my $ex (@examples) {"
gitanim_history,3c357192/test_overwrite_layer.sh,0,literal_replace,1,1,101,82,0.909,0,0,"@@ -25,7 +25,7 @@ echo """""
gitanim_history,3c357192/test_overwrite_layer.sh,1,literal_replace,1,1,89,79,0.8,0,0,"@@ -72,7 +72,7 @@ fi"
gitanim_history,3c357192/test_overwrite_layer.sh,2,literal_replace,1,1,104,85,0.909,0,0,"@@ -91,7 +91,7 @@ echo ""Test 8: Non-adjacent delete+insert NOT merged"""
gitanim_history,3c357192/test_overwrite_layer.sh,3,literal_replace,1,1,104,85,0.909,0,0,"@@ -104,7 +104,7 @@ echo ""Test 9: Multiple adjacent pairs merged"""
gitanim_history,3c357192/test_postprocess_layers.sh,0,literal_replace,1,1,101,82,0.909,0,0,"@@ -31,7 +31,7 @@ echo """""
gitanim_history,3c357192/test_postprocess_layers.sh,1,literal_replace,1,1,84,74,0.8,0,0,"@@ -73,7 +73,7 @@ cmp4 /tmp/pl_piped.txt /tmp/pl_perl.txt >/dev/null 2>&1 && ok ""C and Perl pipeli"
gitanim_history,3c357192/test_postprocess_layers.sh,2,word_replace,1,1,43,24,0.75,0,0,"@@ -97,7 +97,7 @@ diff /tmp/pl_new.txt /tmp/pl_out.txt >/dev/null 2>&1 && ok ""Animation output mat"
gitanim_history,3c357192/test_vimscript_animator.sh,0,block_replace,3,8,73,280,0.034,0,0,"@@ -158,13 +158,18 @@ for d in ""${examples[@]}""; do"
gitanim_history,87281696/ENV_VAR_ANALYSIS.md,0,block_replace,10,33,632,1927,0.207,0,0,"@@ -2,28 +2,51 @@"
gitanim_history,87281696/ENV_VAR_ANALYSIS.md,1,block_replace,36,49,1832,2860,0.452,0,0,"@@ -176,74 +199,87 @@ AD_TICK_MS                       ← test variant"
gitanim_history,87281696/ENV_VAR_ANALYSIS.md,2,block_replace,6,8,471,834,0.48,0,0,"@@ -251,22 +287,24 @@ AD_LOG_FILE             ← file path"
gitanim_history,4a013a68/README.md,0,block_move,15,0,643,0,0.0,0,0,"@@ -4,21 +4,6 @@"
gitanim_history,4a013a68/README.md,1,block_modify,2,2,60,75,0.818,0,0,"@@ -31,14 +16,14 @@ make"
gitanim_history,4a013a68/README.md,2,block_replace,16,155,886,7156,0.164,0,0,"@@ -46,22 +31,161 @@ make test"
gitanim_history,4a013a68/README.md,3,line_insert,0,1,0,98,0.0,0,0,"@@ -72,6 +196,7 @@ make test"
gitanim_history,4a013a68/README.md,4,block_insert,0,8,0,243,0.0,0,0,"@@ -89,6 +214,14 @@ Binaries are gitignored. After `git pull`:"
gitanim_history,872057fb/ENV_VAR_ANALYSIS.md,0,block_insert,0,410,0,13582,0.0,0,0,"@@ -0,0 +1,410 @@"
gitanim_history,7b9e449f/README.md,0,literal_replace,1,1,108,104,0.917,0,0,"@@ -13,7 +13,7 @@"
gitanim_history,7b9e449f/README.md,1,block_modify,4,4,190,176,0.812,0,0,"@@ -29,16 +29,16 @@ make"
gitanim_history,7b9e449f/README.md,2,block_modify,2,2,168,162,0.846,0,0,"@@ -52,9 +52,9 @@ make test"
gitanim_history,7b9e449f/README.md,0,block_replace,84,16,3250,796,0.193,0,0,"@@ -1,94 +1,26 @@"
gitanim_history,7b9e449f/README.md,0,block_insert,0,22,0,760,0.0,0,0,"@@ -0,0 +1,22 @@"
gitanim_history,7b9e449f/README.md,0,block_replace,22,11,867,434,0.094,0,0,"@@ -1,30 +1,19 @@"
gitanim_history,7b9e449f/README.md,0,block_replace,51,14,1521,686,0.263,0,0,"@@ -1,61 +1,24 @@"
gitanim_history,7b9e449f/test_l2r.sh,0,block_modify,2,2,249,241,0.933,0,0,"@@ -62,13 +62,13 @@ _run_pipeline() {"
gitanim_history,7b9e449f/README.md,0,block_replace,60,19,2255,899,0.077,0,0,"@@ -1,70 +1,29 @@"
gitanim_history,7b9e449f/contributing.md,0,block_modify,2,2,135,129,0.818,0,0,"@@ -22,9 +22,9 @@ ad/"
gitanim_history,7b9e449f/README.md,0,block_insert,0,32,0,1205,0.0,0,0,"@@ -0,0 +1,32 @@"
gitanim_history,7b9e449f/ad_layer_common.h,0,block_modify,4,4,153,187,0.579,0,0,"@@ -17,16 +17,16 @@"
gitanim_history,7b9e449f/ad_layer_common.h,1,block_modify,3,3,196,214,0.765,0,0,"@@ -36,13 +36,13 @@"
gitanim_history,7b9e449f/ad_layer_common.h,2,block_modify,22,22,984,1116,0.733,0,0,"@@ -66,56 +66,56 @@ typedef struct {"
gitanim_history,7b9e449f/ad_layer_common.h,3,word_replace,1,1,43,49,0.714,0,0,"@@ -131,7 +131,7 @@ static void pp_dump_ops(const char *layer_id, const char *suffix,"
gitanim_history,7b9e449f/ad_layer_common.h,4,block_modify,3,3,135,159,0.714,0,0,"@@ -152,13 +152,13 @@ static const char *pp_char_repr(int code) {"
gitanim_history,7b9e449f/ad_layer_common.h,5,block_replace,4,4,154,178,0.467,0,0,"@@ -172,19 +172,19 @@ static int pp_parse_op(const char *line, Op *op) {"
gitanim_history,7b9e449f/ad_layer_common.h,6,block_modify,5,5,386,416,0.688,0,0,"@@ -199,23 +199,23 @@ static void pp_write_hunk_end(void) {"
gitanim_history,7b9e449f/ad_layer_common.h,7,word_replace,1,1,68,74,0.714,0,0,"@@ -223,7 +223,7 @@ __attribute__((unused)) static void pp_dump_ops_to_file(FILE *f, Op *ops, int co"
gitanim_history,7b9e449f/ad_layer_common.h,8,block_modify,5,5,222,252,0.636,0,0,"@@ -279,18 +279,18 @@ __attribute__((unused)) static void pp_dump_changes_to_file(FILE *f,"
gitanim_history,7b9e449f/ad_layer_common.h,9,block_modify,9,9,620,674,0.562,0,0,"@@ -354,20 +354,20 @@ __attribute__((unused)) static int pp_run_layer(int (*layer_func)(Op *in, int in"
gitanim_history,7b9e449f/ad_layer_common.h,10,block_modify,9,9,620,674,0.562,0,0,"@@ -400,20 +400,20 @@ __attribute__((unused)) static int pp_run_layer(int (*layer_func)(Op *in, int in"
gitanim_history,7b9e449f/ad_layer_common.h,11,word_replace,1,1,53,59,0.6,0,0,"@@ -439,7 +439,7 @@ __attribute__((unused)) static int pp_run_layer(int (*layer_func)(Op *in, int in"
gitanim_history,7b9e449f/ad_layer_common.h,12,word_replace,1,1,55,61,0.667,0,0,"@@ -452,7 +452,7 @@ __attribute__((unused)) static int pp_run_layer(int (*layer_func)(Op *in, int in"
gitanim_history,7b9e449f/ad_layer_common.h,13,block_modify,11,11,607,673,0.579,0,0,"@@ -467,28 +467,28 @@ __attribute__((unused)) static int pp_run_layer(int (*layer_func)(Op *in, int in"
gitanim_history,7b9e449f/ad_layer_indent_last.c,0,word_replace,1,1,27,33,0.5,0,0,"@@ -8,7 +8,7 @@"
gitanim_history,7b9e449f/ad_layer_indent_last.c,1,block_modify,3,3,493,523,0.905,0,0,"@@ -19,18 +19,18 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_indent_last.c,2,block_modify,3,3,136,154,0.5,0,0,"@@ -51,9 +51,9 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_indent_last.c,3,block_modify,10,10,2034,2136,0.756,0,0,"@@ -64,24 +64,24 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_line_delete_in_place.c,0,word_replace,1,1,27,33,0.5,0,0,"@@ -10,7 +10,7 @@"
gitanim_history,7b9e449f/ad_layer_line_delete_in_place.c,1,block_modify,3,3,146,164,0.538,0,0,"@@ -39,9 +39,9 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_line_delete_in_place.c,2,block_modify,4,4,279,303,0.667,0,0,"@@ -64,13 +64,13 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_line_delete_in_place.c,3,block_modify,3,3,122,140,0.538,0,0,"@@ -89,9 +89,9 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_overwrite.c,0,word_replace,1,1,27,33,0.5,0,0,"@@ -1,7 +1,7 @@"
gitanim_history,7b9e449f/ad_layer_overwrite.c,1,block_modify,2,2,458,482,0.714,0,0,"@@ -20,9 +20,9 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_overwrite.c,2,block_modify,5,5,1034,1088,0.73,0,0,"@@ -30,18 +30,18 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_reorder.c,0,word_replace,1,1,27,33,0.5,0,0,"@@ -2,7 +2,7 @@"
gitanim_history,7b9e449f/ad_layer_reorder.c,1,block_modify,2,2,181,193,0.833,0,0,"@@ -28,14 +28,14 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_reorder.c,2,word_replace,1,1,60,66,0.667,0,0,"@@ -43,7 +43,7 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_reorder.c,3,block_modify,3,3,138,156,0.5,0,0,"@@ -51,9 +51,9 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_reorder.c,4,block_modify,7,7,434,476,0.565,0,0,"@@ -66,37 +66,37 @@ int main(void) {"
gitanim_history,7b9e449f/ad_layer_reorder.c,5,block_modify,6,6,333,369,0.6,0,0,"@@ -105,29 +105,29 @@ int main(void) {"
gitanim_history,7b9e449f/postprocess.pl,0,block_delete,551,0,18909,0,0.0,0,0,"@@ -1,551 +0,0 @@"
gitanim_history,7b9e449f/test_indent_last.pl,0,block_modify,2,2,293,285,0.933,0,0,"@@ -26,10 +26,10 @@ open($fh, '>', $new) or die; print $fh ""def foo():\n\ndef bar():\n    pass\n""; c"
gitanim_history,7b9e449f/test_indent_last.pl,1,literal_replace,1,1,168,164,0.929,0,0,"@@ -126,7 +126,7 @@ if (system(""diff -q /tmp/il_test_c.txt /tmp/il_test_perl.txt >/dev/null 2>&1"") ="
gitanim_history,7b9e449f/README.md,0,block_replace,23,10,569,547,0.128,0,0,"@@ -1,30 +1,17 @@"
gitanim_history,7b9e449f/README.md,0,block_replace,9,6,233,201,0.243,0,0,"@@ -1,15 +1,12 @@"
gitanim_history,7b9e449f/README.md,0,block_insert,0,7,0,310,0.0,0,0,"@@ -0,0 +1,7 @@"
gitanim_history,7b9e449f/README.md,0,block_insert,0,18,0,726,0.0,0,0,"@@ -0,0 +1,18 @@"
gitanim_history,7b9e449f/README.md,0,block_insert,0,24,0,882,0.0,0,0,"@@ -0,0 +1,24 @@"
gitanim_history,7b9e449f/ad_debug.sh,0,block_insert,0,176,0,5931,0.0,0,0,"@@ -0,0 +1,176 @@"
gitanim_history,7b9e449f/ad_debug_bundle.sh,0,block_insert,0,227,0,8850,0.0,0,0,"@@ -0,0 +1,227 @@"
gitanim_history,7b9e449f/ad_demo.sh,0,block_insert,0,59,0,1840,0.0,0,0,"@@ -0,0 +1,59 @@"
gitanim_history,7b9e449f/ad_package.sh,0,block_insert,0,74,0,2025,0.0,0,0,"@@ -0,0 +1,74 @@"
gitanim_history,7b9e449f/ad_record.sh,0,block_insert,0,57,0,2054,0.0,0,0,"@@ -0,0 +1,57 @@"
gitanim_history,7b9e449f/ad_replay.sh,0,block_insert,0,50,0,1628,0.0,0,0,"@@ -0,0 +1,50 @@"
gitanim_history,7b9e449f/ad_snapshot.sh,0,block_insert,0,610,0,31366,0.0,0,0,"@@ -0,0 +1,610 @@"
gitanim_history,7b9e449f/ad_suggest.sh,0,block_insert,0,62,0,2439,0.0,0,0,"@@ -0,0 +1,62 @@"
gitanim_history,7b9e449f/ad_tune.sh,0,block_insert,0,366,0,11979,0.0,0,0,"@@ -0,0 +1,366 @@"
gitanim_history,7b9e449f/README.md,0,block_replace,60,29,2103,1227,0.213,0,0,"@@ -1,62 +1,31 @@"
gitanim_history,7b9e449f/README.md,0,block_replace,50,13,1613,695,0.211,0,0,"@@ -1,59 +1,22 @@"
gitanim_history,7b9e449f/README.md,0,block_replace,69,9,2855,503,0.199,0,0,"@@ -1,74 +1,14 @@"
gitanim_history,7b9e449f/run_all_examples.sh,0,literal_replace,1,1,98,94,0.909,0,0,"@@ -34,7 +34,7 @@ for d in ""$ROOT""/tests/examples/*/; do"
gitanim_history,7b9e449f/run_minimal_tests.sh,0,literal_replace,1,1,98,94,0.909,0,0,"@@ -31,7 +31,7 @@ for d in ""${cases[@]}""; do"
gitanim_history,7b9e449f/test_all_animators.pl,0,line_replace,1,1,63,83,0.25,0,0,"@@ -9,7 +9,7 @@ use File::Temp qw(tempdir);"
gitanim_history,7b9e449f/test_cross_language.pl,0,line_replace,1,1,52,72,0.2,0,0,"@@ -13,7 +13,7 @@ my $compute = ""$root/bin/ad_compute"";"
gitanim_history,7b9e449f/test_layers_discovery.pl,0,literal_replace,1,1,73,69,0.889,0,0,"@@ -38,7 +38,7 @@ system(""AD_LEFT_TO_RIGHT=1 ./bin/ad_compute '$old' '$new' /tmp/ld_raw.txt 2>/dev"
gitanim_history,7b9e449f/test_layers_discovery.pl,1,block_modify,2,2,233,225,0.933,0,0,"@@ -49,8 +49,8 @@ if ($list_out =~ /Layer search path:/ && $list_out =~ /bin/) {"
gitanim_history,7b9e449f/test_layers_discovery.pl,2,block_modify,2,2,247,239,0.929,0,0,"@@ -70,9 +70,9 @@ cat"
gitanim_history,7b9e449f/test_layers_discovery.pl,3,block_modify,2,2,209,201,0.933,0,0,"@@ -82,8 +82,8 @@ if ($once_count == 1 && $twice_count == 2) {"
gitanim_history,7b9e449f/test_layers_discovery.pl,4,literal_replace,1,1,132,128,0.933,0,0,"@@ -103,7 +103,7 @@ open($fh, '>', $custom_layer) or die;"
gitanim_history,7b9e449f/test_layers_discovery.pl,5,literal_replace,1,1,110,106,0.923,0,0,"@@ -113,7 +113,7 @@ unlink $custom_layer;"
gitanim_history,7b9e449f/test_layers_discovery.pl,6,block_modify,2,2,280,272,0.938,0,0,"@@ -122,8 +122,8 @@ if ($err_out =~ /not found/i && $err_out =~ /nonexistent_layer/) {"
gitanim_history,7b9e449f/test_layers_discovery.pl,7,literal_replace,1,1,98,94,0.923,0,0,"@@ -139,7 +139,7 @@ open($fh, '>', $abs_layer) or die;"
gitanim_history,7b9e449f/test_newline_fix.pl,0,word_replace,1,1,175,175,0.591,0,0,"@@ -45,7 +45,7 @@ my $tmpdir = tempdir(CLEANUP => 1);"
gitanim_history,7b9e449f/test_newline_fix.pl,1,word_replace,1,1,175,175,0.591,0,0,"@@ -66,7 +66,7 @@ my $tmpdir = tempdir(CLEANUP => 1);"
gitanim_history,7b9e449f/test_newline_fix.pl,2,word_replace,1,1,175,175,0.591,0,0,"@@ -86,7 +86,7 @@ my $tmpdir = tempdir(CLEANUP => 1);"
gitanim_history,7b9e449f/test_newline_fix.pl,3,word_replace,1,1,175,175,0.591,0,0,"@@ -109,7 +109,7 @@ my $tmpdir = tempdir(CLEANUP => 1);"
gitanim_history,7b9e449f/test_newline_fix.pl,4,word_replace,1,1,175,175,0.591,0,0,"@@ -139,7 +139,7 @@ my $tmpdir = tempdir(CLEANUP => 1);"
gitanim_history,7b9e449f/test_perl_animator.pl,0,word_replace,1,1,95,115,0.471,0,0,"@@ -22,7 +22,7 @@ for my $dir (sort @dirs) {"
gitanim_history,7b9e449f/test_property.pl,0,literal_replace,1,1,110,106,0.929,0,0,"@@ -72,7 +72,7 @@ for my $i (1..50) {"
gitanim_history,7b9e449f/test_roundtrip.pl,0,word_replace,1,1,53,50,0.375,0,0,"@@ -14,7 +14,7 @@ use lib ""$Bin/../perl"";"
gitanim_history,7b9e449f/test_roundtrip_verify.pl,0,line_replace,1,1,58,78,0.273,0,0,"@@ -18,7 +18,7 @@ use File::Temp qw(tempdir);"
gitanim_history,7b9e449f/verify_md5.sh,0,line_replace,1,1,91,86,0.273,0,0,"@@ -3,7 +3,7 @@"
gitanim_history,7b9e449f/verify_md5.sh,1,word_replace,1,1,66,81,0.625,0,0,"@@ -33,7 +33,7 @@ DESCRIPTION"
gitanim_history,7b9e449f/verify_md5.sh,2,line_replace,1,1,63,58,0.111,0,0,"@@ -98,7 +98,7 @@ run_pipe() {"
gitanim_history,7b9e449f/verify_md5.sh,3,word_replace,1,1,80,100,0.308,0,0,"@@ -108,7 +108,7 @@ run_perl_pipe() {"
gitanim_history,7b9e449f/README.md,0,block_delete,76,0,2356,0,0.0,0,0,"@@ -1,76 +0,0 @@"
gitanim_history,d3a1f3fb/test_property.pl,0,literal_replace,1,1,106,110,0.8,0,0,"@@ -72,7 +72,7 @@ for my $i (1..50) {"
gitanim_history,a6b6c48d/run_all_examples.sh,0,block_insert,0,60,0,1822,0.0,0,0,"@@ -0,0 +1,60 @@"
gitanim_history,12700a40/README.md,0,block_replace,35,53,1932,2613,0.277,0,0,"@@ -1,76 +1,94 @@"
gitanim_history,12700a40/DOCS_AUDIT.md,0,block_insert,0,288,0,9654,0.0,0,0,"@@ -0,0 +1,288 @@"
gitanim_history,12700a40/100_IMPROVEMENTS.md,0,block_insert,0,956,0,68544,0.0,0,0,"@@ -0,0 +1,956 @@"
gitanim_history,12700a40/ADOPTION_GUIDE.md,0,block_insert,0,471,0,14777,0.0,0,0,"@@ -0,0 +1,471 @@"
gitanim_history,12700a40/AI_CODE_DIFFING.md,0,block_insert,0,355,0,17029,0.0,0,0,"@@ -0,0 +1,355 @@"
gitanim_history,12700a40/ANIMATOR_REQUIREMENTS.md,0,block_insert,0,832,0,30856,0.0,0,0,"@@ -0,0 +1,832 @@"
gitanim_history,12700a40/API_REFERENCE.md,0,block_insert,0,133,0,4627,0.0,0,0,"@@ -0,0 +1,133 @@"
gitanim_history,12700a40/ARCHITECTURE.md,0,block_insert,0,368,0,13622,0.0,0,0,"@@ -0,0 +1,368 @@"
gitanim_history,12700a40/ARCHITECTURE_ANALYSIS.md,0,block_insert,0,443,0,23100,0.0,0,0,"@@ -0,0 +1,443 @@"
gitanim_history,12700a40/ARCHITECTURE_DIAGRAMS.md,0,block_insert,0,87,0,2998,0.0,0,0,"@@ -0,0 +1,87 @@"
gitanim_history,12700a40/BINARY_FORMAT_ANALYSIS.md,0,block_insert,0,175,0,5608,0.0,0,0,"@@ -0,0 +1,175 @@"
gitanim_history,12700a40/COMPLETE_OPTIONS_REFERENCE.md,0,block_insert,0,573,0,14157,0.0,0,0,"@@ -0,0 +1,573 @@"
gitanim_history,12700a40/CONFIGURATION.md,0,block_insert,0,391,0,12013,0.0,0,0,"@@ -0,0 +1,391 @@"
gitanim_history,12700a40/CONTROLS.md,0,block_insert,0,284,0,9727,0.0,0,0,"@@ -0,0 +1,284 @@"
gitanim_history,12700a40/DEBUGGING.md,0,block_insert,0,390,0,12082,0.0,0,0,"@@ -0,0 +1,390 @@"
gitanim_history,12700a40/DEBUGGING_LAYERS.md,0,block_insert,0,166,0,4473,0.0,0,0,"@@ -0,0 +1,166 @@"
gitanim_history,12700a40/DESIGN_smooth_cursor_and_distance_speed.md,0,block_insert,0,194,0,7185,0.0,0,0,"@@ -0,0 +1,194 @@"
